# Scene: /home/lighthouse/ros2_ws/src/lighthouse/lighthouse_isaac_hospital_scene/isaac_hospital_scene_spot.usd
# Total prims listed: 1893
TYPE                           X         Y         Z        QX      QY      QZ      QW     R_deg   P_deg   Y_deg  PATH
Xform                    -34.180     3.250     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/InstancedBP_DrinksMachine2
Xform                    -33.533     2.740     1.475     0.000   0.000   0.500   0.866      0.00    0.00   60.02  /World/hospital/BP_DrinksMachine2/SM_BottleC
Xform                    -33.600     2.740     1.475     0.000   0.000  -0.609   0.793      0.00    0.00  -75.00  /World/hospital/BP_DrinksMachine2/SM_BottleC1
Xform                    -33.666     2.740     1.475     0.000   0.000   0.793  -0.609      0.00   -0.00 -105.00  /World/hospital/BP_DrinksMachine2/SM_BottleC2
Xform                    -33.533     2.835     1.475     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/BP_DrinksMachine2/SM_BottleC3
Xform                    -33.596     2.835     1.475     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/BP_DrinksMachine2/SM_BottleC4
Xform                    -33.533     2.931     1.475     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleC5
Xform                    -33.600     2.939     1.475     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/BP_DrinksMachine2/SM_BottleC6
Xform                    -33.604     3.019     1.475     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/BP_DrinksMachine2/SM_BottleC7
Xform                    -33.535     3.031     1.475     0.000   0.000   0.500   0.866      0.00    0.00   60.00  /World/hospital/BP_DrinksMachine2/SM_BottleC8
Xform                    -33.532     3.130     1.475     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB
Xform                    -33.595     3.126     1.475     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB1
Xform                    -33.667     3.126     1.475     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/BP_DrinksMachine2/SM_BottleB2
Xform                    -33.531     3.223     1.475     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/BP_DrinksMachine2/SM_BottleB3
Xform                    -33.591     3.223     1.475     0.000   0.000  -0.259   0.966      0.00    0.00  -30.00  /World/hospital/BP_DrinksMachine2/SM_BottleB4
Xform                    -33.658     3.223     1.475     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/BP_DrinksMachine2/SM_BottleB5
Xform                    -33.531     3.313     1.475     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB6
Xform                    -33.589     3.313     1.475     0.000   0.000   0.383   0.924      0.00    0.00   45.00  /World/hospital/BP_DrinksMachine2/SM_BottleB7
Xform                    -33.531     3.409     1.475     0.000   0.000  -0.383   0.924      0.00    0.00  -45.00  /World/hospital/BP_DrinksMachine2/SM_BottleB8
Xform                    -33.593     3.409     1.475     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB9
Xform                    -33.653     3.414     1.475     0.000   0.000   0.383   0.924      0.00    0.00   45.00  /World/hospital/BP_DrinksMachine2/SM_BottleB10
Xform                    -33.543     3.508     1.475     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB11
Xform                    -33.606     3.508     1.475     0.000   0.000  -0.500   0.866      0.00    0.00  -60.00  /World/hospital/BP_DrinksMachine2/SM_BottleB12
Xform                    -33.677     3.508     1.475     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB13
Xform                    -33.538     2.740     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleD
Xform                    -33.615     2.734     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleD1
Xform                    -33.692     2.739     1.186     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/BP_DrinksMachine2/SM_BottleD2
Xform                    -33.538     2.837     1.186     0.000   0.000  -0.189   0.982      0.00    0.00  -21.73  /World/hospital/BP_DrinksMachine2/SM_BottleD3
Xform                    -33.608     2.837     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleD4
Xform                    -33.680     2.837     1.186     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/BP_DrinksMachine2/SM_BottleD5
Xform                    -33.538     2.927     1.186     0.000   0.000   0.591   0.807      0.00    0.00   72.40  /World/hospital/BP_DrinksMachine2/SM_BottleD6
Xform                    -33.612     2.921     1.186     0.000   0.000   0.500   0.866      0.00    0.00   60.00  /World/hospital/BP_DrinksMachine2/SM_BottleD7
Xform                    -33.685     2.927     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleD8
Xform                    -33.532     3.025     1.186     0.000   0.000   0.096   0.995      0.00    0.00   10.99  /World/hospital/BP_DrinksMachine2/SM_BottleD9
Xform                    -33.604     3.030     1.186     0.000   0.000   0.383   0.924      0.00    0.00   45.00  /World/hospital/BP_DrinksMachine2/SM_BottleD10
Xform                    -33.675     3.025     1.186     0.000   0.000  -0.131   0.991      0.00    0.00  -15.00  /World/hospital/BP_DrinksMachine2/SM_BottleD11
Xform                    -33.532     3.128     1.186     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/BP_DrinksMachine2/SM_BottleD12
Xform                    -33.602     3.123     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleD13
Xform                    -33.671     3.130     1.186     0.000   0.000   0.131   0.991      0.00    0.00   15.00  /World/hospital/BP_DrinksMachine2/SM_BottleD14
Xform                    -33.538     3.221     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleF
Xform                    -33.608     3.221     1.186     0.000   0.000   0.383   0.924      0.00    0.00   45.00  /World/hospital/BP_DrinksMachine2/SM_BottleF1
Xform                    -33.679     3.215     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleF2
Xform                    -33.531     3.312     1.186     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/BP_DrinksMachine2/SM_BottleF3
Xform                    -33.598     3.312     1.186     0.000   0.000  -0.131   0.991      0.00    0.00  -15.00  /World/hospital/BP_DrinksMachine2/SM_BottleF4
Xform                    -33.538     3.409     1.186     0.000   0.000  -0.387   0.922      0.00    0.00  -45.56  /World/hospital/BP_DrinksMachine2/SM_BottleF5
Xform                    -33.605     3.409     1.186     0.000   0.000   0.210   0.978      0.00    0.00   24.25  /World/hospital/BP_DrinksMachine2/SM_BottleF6
Xform                    -33.678     3.409     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleF7
Xform                    -33.538     3.509     1.186     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleF8
Xform                    -33.538     2.740     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA
Xform                    -33.609     2.740     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA1
Xform                    -33.685     2.740     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA2
Xform                    -33.538     2.829     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA3
Xform                    -33.614     2.829     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA4
Xform                    -33.696     2.829     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA5
Xform                    -33.545     2.930     0.897     0.000   0.000  -0.239   0.971      0.00    0.00  -27.64  /World/hospital/BP_DrinksMachine2/SM_BottleA6
Xform                    -33.619     2.930     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA7
Xform                    -33.697     2.930     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA8
Xform                    -33.545     3.025     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB14
Xform                    -33.611     3.025     0.897     0.000   0.000   0.357   0.934      0.00    0.00   41.87  /World/hospital/BP_DrinksMachine2/SM_BottleB15
Xform                    -33.684     3.025     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB16
Xform                    -33.757     3.025     0.897     0.000   0.000   0.382   0.924      0.00    0.00   44.91  /World/hospital/BP_DrinksMachine2/SM_BottleB17
Xform                    -33.545     3.121     0.897     0.000   0.000   0.540   0.841      0.00    0.00   65.40  /World/hospital/BP_DrinksMachine2/SM_BottleC9
Xform                    -33.621     3.121     0.897     0.000   0.000   0.796   0.605      0.00    0.00  105.58  /World/hospital/BP_DrinksMachine2/SM_BottleC10
Xform                    -33.695     3.121     0.897     0.000   0.000   0.168   0.986      0.00    0.00   19.29  /World/hospital/BP_DrinksMachine2/SM_BottleC11
Xform                    -33.780     3.121     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleC12
Xform                    -33.545     3.216     0.897     0.000   0.000   0.175   0.985      0.00    0.00   20.15  /World/hospital/BP_DrinksMachine2/SM_BottleD15
Xform                    -33.627     3.216     0.897     0.000   0.000  -0.178   0.984      0.00    0.00  -20.48  /World/hospital/BP_DrinksMachine2/SM_BottleD16
Xform                    -33.702     3.210     0.897     0.000   0.000   0.144   0.990      0.00    0.00   16.51  /World/hospital/BP_DrinksMachine2/SM_BottleD17
Xform                    -33.778     3.216     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleD18
Xform                    -33.848     3.216     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleD19
Xform                    -33.545     3.319     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleF9
Xform                    -33.612     3.319     0.897     0.000   0.000   0.257   0.966      0.00    0.00   29.76  /World/hospital/BP_DrinksMachine2/SM_BottleF10
Xform                    -33.694     3.319     0.897     0.000   0.000   0.531   0.847      0.00    0.00   64.15  /World/hospital/BP_DrinksMachine2/SM_BottleF11
Xform                    -33.771     3.316     0.897     0.000   0.000  -0.155   0.988      0.00    0.00  -17.81  /World/hospital/BP_DrinksMachine2/SM_BottleF12
Xform                    -33.849     3.319     0.897     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleF13
Xform                    -33.538     2.740     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleF14
Xform                    -33.602     2.740     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleF15
Xform                    -33.661     2.740     0.606     0.000   0.000   0.455   0.891      0.00    0.00   54.13  /World/hospital/BP_DrinksMachine2/SM_BottleF16
Xform                    -33.727     2.740     0.606     0.000   0.000   0.482   0.876      0.00    0.00   57.58  /World/hospital/BP_DrinksMachine2/SM_BottleF17
Xform                    -33.538     2.840     0.606     0.000   0.000   0.758   0.653      0.00    0.00   98.49  /World/hospital/BP_DrinksMachine2/SM_BottleC13
Xform                    -33.607     2.840     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleC14
Xform                    -33.676     2.840     0.606     0.000   0.000  -0.650   0.760      0.00    0.00  -81.15  /World/hospital/BP_DrinksMachine2/SM_BottleC15
Xform                    -33.538     2.933     0.606     0.000   0.000   0.379   0.926      0.00    0.00   44.49  /World/hospital/BP_DrinksMachine2/SM_BottleC16
Xform                    -33.607     2.933     0.606     0.000   0.000   0.573   0.820      0.00    0.00   69.93  /World/hospital/BP_DrinksMachine2/SM_BottleC17
Xform                    -33.678     2.933     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleC18
Xform                    -33.538     3.029     0.606     0.000   0.000  -0.342   0.940      0.00    0.00  -40.02  /World/hospital/BP_DrinksMachine2/SM_BottleC19
Xform                    -33.608     3.029     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleC20
Xform                    -33.676     3.029     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleC21
Xform                    -33.538     3.123     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA9
Xform                    -33.609     3.123     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA10
Xform                    -33.681     3.123     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleA11
Xform                    -33.538     3.217     0.606     0.000   0.000  -0.436   0.900      0.00    0.00  -51.64  /World/hospital/BP_DrinksMachine2/SM_BottleB18
Xform                    -33.602     3.217     0.606     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2/SM_BottleB19
